reviewId,content,score
b97a4649-7669-444d-a106-20a297974213,I love Facebook account,1
d0280403-add4-480d-ac1a-caa754409b71,v.,5
88ff111c-bcb2-44f0-9096-2af9f96c513d,"this is amazing app, you can communicate in other places even if miles away, and you can share your own experiences and achievements with react of people who are proud of youu!, I'm very thankful for this app so much!",5
cd5afcaf-8ae9-4127-97c4-a98e74b4446b,ej,3
d2f6376f-3b27-4176-a371-045f9b8571d5,good,5
e74e5cbd-9f19-4d8b-90da-b8d7c8782b83,Free willing,5
1d18dfb6-db70-4886-8464-bdd09b2f9f65,Nice,5
2042aa76-66f4-41ff-b255-c3cec6b8f6a3,trash,1
424d2f49-4604-48f7-a025-59e8153293dd,please sir help kijiye,5
2e788bdd-17a4-4c5a-a80f-03aac855028f,This app is easy and fun to use. Good for spending your leisure time.,5
6fa1af0f-76a4-47b9-8c9d-066402eb5b71,it is very good forour,5
62abcfc9-9982-497f-a184-4d6ec7ae8a5c,"Ads are unavoidable, invasive and abundant. I'd rather use Facebook through a browser with ad blockers.",1
3a841537-3df8-4909-b381-f142b1278424,I think Facebook is better option then Tiktok and instagram,4
2b32b91b-8914-4971-bce1-b229e3efa215,I use Facebook mainly for marketplace but lately I am getting unrelated search results to my typed keywords. I do not want algorithms deciding my results. if I search for blu-ray as an example. I should only be getting results with sellers including the word blu-ray in their listing.,1
f8da1bcf-3581-43d1-a6d0-87ed63c7e380,you just forced an update with out my permission and went against my settings remove the update or call me and make arrangements to communicate for my time and phone space,1
599c721b-8147-4e0b-9101-f4b9155631dd,Not Good. My facebook was disabled because of account integrity. I don't usually post or comment anyway but my account was disable. I only used this for videocalling my family and friends and I always follow Facebook Community Standard so I don't know why they disabled my account. Now I do not have access anymore with my account. I cannot connect with my family and friends anymore. Facebok's update is not good anymore.,5
76d5a2e9-df01-4be5-8b0f-83e6894fdb2d,good,5
2d114e7d-6782-4994-8cb4-be78cb3ee7c3,My best app,5
8b5f8031-11be-409a-b031-f79893a53442,new update is annoying that they put reels on first tab or when you open your fb app,2
b35b7d4d-0a52-4c26-a750-b030a6765b09,Good,4
c1db3f69-be33-454a-9119-0671ee4b6bb4,best aap,5
f8121332-344d-46d1-96e5-d5c2d2fb1afc,i can not use this app,1
314b1126-75f0-473f-9f1a-1f6bf1a82f64,bushit sigeg ka suspended akong account na naay mga importante na detalye kada himog bag ong account suspended naunsa naman ka Facebook oi atay ka daghang importante saakong fb na suspended na disable pajud na walay dahilan,1
4aed5200-ad11-407c-b08e-bd7ad2a7e76e,the app is good,5
06cee5b8-419c-42d7-872e-c6f5f97e6e3f,🤬🤬🤬😭,5
cb8b53d8-f2aa-40c1-b70f-ab6012a26b52,"ক,",5
e0f612b8-101b-4c35-b161-3a2d9fc63707,"Great ID protection by face photo, Facebook owner might be using artificial intellect search Eminem songs now and delete they videos not to be judged, work for AI might be now on work prove list like Rockstar games paid Battle Eye service to deal with hackers successfully improve gameplay development, Eminem was been famous when Donald Trump was killed it's videos in YouTube now Facebook pays for Eminem fame comaparing with Trump 😀.",5
2e695260-0595-4aee-bb60-a29d0a923676,as,5
bffefa4c-59bf-47f0-880c-fd6113159043,"apa ini tiba tiba ada banned akun orang miniman di survei dulu dia beneran ngelanggar peraturan apa enggak?, ini akun cuman buat bind akun game asal banned ada Mark Zuckerberg ngapain sih",1
cc835ae2-e354-41bc-93b9-21e02facbbb2,nice app 👍,5
6af5db2c-0b72-4743-94d5-9e128f4c2d26,Saurabh,5
87ba3344-6cad-4415-8c51-adf53c238073,good,3
77841a2c-a119-463f-a01d-2ce9761425c6,nice 👍,5
0a2225cd-5bd3-4c14-b859-825987ad844c,sarrkasssks,5
08b4eb59-686c-4fac-9a68-a10578267982,"My two accounts was suspended, and i didn't anything wrong, Please fix this asap!!!",1
0e3963b8-6a8a-462b-91b3-7a8618df265a,good,5
6c2b5dca-186f-4e17-9be9-56b4ea5fc6cf,I always enjoyed seeing all my friends and families update posts on their Facebook page every day. it's a great platform for social interactions!,5
46917a5a-c903-4126-8568-ad8ea83c156b,ফেসবুক দেখতে ভালো লাগে সেজন্য,5
36866822-3def-47a7-a163-236161da59ab,nice app,1
8671b796-3138-4069-8080-a8bf4c75ad55,Please to loging my email address facebook free fire game in my account was u not a page present u locked with my old facebook please to recovery my old facebokk,5
a7f271e0-a730-42f8-8b25-238033c8514c,VIRENDRA RAJA,4
d64d0730-5979-4fb2-981a-e92149c1f75f,i can't create a new account i tried with 2 different accounts both the gmail and outlook this is not letting me to create account im just creating id and it just tell we are appealing it takes 1 hour and banned. for what reason is it banning I don't know at it can give the reason it only tell some bla bla and done. why is this,1
3dd0f80b-6db8-437c-a2ca-dae17a8993ad,i don't like,1
12f5dbe2-b25a-413b-8e2f-5458678e286d,Its better now,5
3559e450-0851-45de-869d-dacef9e8f48e,nice,5
46624982-f0fe-405b-9ba7-87cbaf591ee4,good,5
fd8dd1d2-f3ce-4467-9b97-1952ef3e6624,very satisfied with this app,5
cbeaa192-8600-4e5d-a7d4-a19d3017117f,I got locked out my account and then I tried to reset my password it says my account is suspended. and don't know what happened I just use it for market place. I seem to have been hacked and Facebook won't do anything to help me just suspended my account and it'd been months,1
214e8570-0d49-4a8d-bdad-2f21d707d916,It's educative and entertaining,5
0cce8eb8-36d7-461b-b160-119b74a26506,This is great,5
b60469ca-8160-4c46-859d-aaee0cca8694,0 Eve re 221⁰zkp3qà2l da q 22nd,4
252e9dc9-3a8f-4630-84ac-1b9acc9377ce,🤣,4
49cadb9e-cc1b-4916-8a06-4c7e45aacffa,"Created new account, wouldn't let me log in. Done with social media accounts.",1
8fdd7f52-2ef2-4a52-8af2-a7cdfd6c8cdf,Good experience,4
57f32c57-d323-4a31-a1f7-59c31eb70140,loudan ngulube,5
4bb5255d-9734-49d4-abf8-f3a4b9d6d628,ok,5
753f165e-ef94-43ce-90a3-45f73fd6106d,switching option very poor,1
11ab0a9d-7c53-4d99-847b-2fe120016798,good,5
1f481689-3a00-4369-8df6-d543e38103b1,Shahin lslam,1
e44599ab-a096-4763-a230-8ec697a8462c,very love,5
aa7c7205-a011-4c21-9512-e1ff51cc6aac,trash every add has to do with prostitution,1
bd02f36d-1836-4ec2-8432-901c440c1e09,Need reduce add and fake id,3
7b44d3b0-e42b-4ba9-90fc-2c833b230b78,suspending account without any valid reason,1
e1dae794-b281-4847-a029-a99200d775f6,ok,5
15ac1419-df76-4d36-914f-b6411bea575b,"my old facebook account .......... .. ...,......... .. .. . .. .. . . .. ..",5
5ced38ff-77e6-4401-9b0c-d976ecd7baed,very helpful reconnecting with old friend,5
048ad1ea-3b23-49a7-a4f4-34d2decaa660,d a l aaap,1
fc7ae275-37c6-45c5-bc82-dcea3e4c8bcb,স্যার আমার মেসেঞ্জার গুরুপ খুঁজে পাচ্ছি না। সব জায়গায় খুজলাম নাম সার্চ দিলাম আসছে না আনবো কিভাবে একটু সাহায্য করেন কেউ 😭😭অনেক পিক আছে আমার ওইখানে এগুলো আমার দরকার অনেক অনেক 😭😭,5
1115b357-9975-4714-9623-c0f2cd010a4c,good app,5
b8194beb-4c28-43bf-88d6-98b5dddfc482,hides news articles and calls them spam. it's become a MAGA cesspool in recent years and lets them bully others as much as they want and then bans you when you fire back. FB sucks,1
8c7733c5-7dff-4d57-8a8b-5dd54a84f947,Good,5
610b52c3-a9ec-476b-a2bf-4d9cbc1e8a3e,good,4
2f2d5107-100e-4dd3-93b4-22d3a7b4c6a9,"I’ve been using Facebook for years and it’s still one of the best platforms to stay connected with friends and family. It’s easy to use, constantly improving, and has so many features—from sharing updates and photos to joining communities and discovering events. I also love how it helps me keep in touch with people no matter where they are. Definitely a must-have app!",5
294012e4-a630-4842-b490-f1c82e49a3bf,500 de do yar,5
c89a12f1-2919-4f4c-86b1-b16e0a4e7c62,"apple s and contains टेक्स्ट बॉक्स में टेक्स्ट चिपकाने के लिए उस पर टैप करें.किसी टेक्स्ट को पिन करने के लिए, उसे दबाकर रखें. अनपिन किए गए टेक्स्ट एक घंटे बाद मिटा दिए जाएंगे.टेक्स्ट को पिन करने, जोड़ने या मिटाने के लिए 'बदलाव करें' आइकॉन का इस्तेमाल करें.Gboard के क्लिपबोर्ड में आपका स्वागत है. आप जो भी टेक्स्ट कॉपी करेंगे, उसे यहां सेव किया जाएगा.",4
a6b47a0e-28b4-4c5c-8115-47f81517c5ad,TANG INA MO JEPOY BUISON NAG DISABLED KAYO ACCOUNT WITHOUT NO REASON,1
b5357a72-1429-49d2-94a7-e0202268d83d,love my facebook,5
68c8c8be-1c66-402e-af2b-162424a48feb,He is a very good 👍 app,5
1da88b8c-8bee-407c-a827-78d73e613380,Ganda,5
44f2f6d7-3976-44ac-bba2-16dae74e2bc3,Thank you so much.....,5
3678efc6-be6e-4298-81e5-9e9024c4b033,very good 👍,5
ddc24ba1-acb0-4ae0-9363-7f7fdd63cb81,good,5
00d2eb55-6f00-4a24-95ff-fa0cc3216dbf,Worst. mostly they just banned you or stuff. not reliable anymore.,1
27af10eb-74f2-4dac-9f95-7c712f641e35,ok,5
225241c3-38f0-4eff-96c5-7bb2e7b8ddf9,Best best,5
e2014f25-7dfa-4962-95b1-0c8871ab20a4,nice,5
9ed832ac-c068-4984-804d-06ec6519f9af,App full of Ads.,1
25455aef-fc15-45d0-9e2b-7cee5695fe91,facing many issues after update,1
bc3fc4a5-beb4-4949-a811-c2e841525d84,Dear Google team Facebook app update problem for some hours please solve this problem thank you,5
50ab5009-499a-4338-a3d4-1b26b7b9ac7f,I enjoy facebook so much because the content is random but wide angel. I can connected to many people such as my friends in primay school. I love facebook,5
c6273bab-993f-4aa7-a069-0f6176b5e253,very good,5
0056134b-66e6-4fff-887b-d992f787ef6a,very hanging tha . facebook.pls update coming pls,1
558de3b6-20da-4f9d-8942-5c4cfa2320c5,azeez hai,5
72ae3cce-6607-46e6-a97f-d844d7c4f996,all goods 🥰,5
50c4f044-2f34-4841-b4e9-5598a7adbfe7,My Facebook id is not opening,5
9cbbda31-4ce3-4e5d-8bc4-adaa075ac3f3,"guna app fb ni seronok boleh simpan memori,dapat jumpa kawan2 lama..macam2 laa",5
61b44689-2383-4e76-8901-7a8fb27bc623,ஃளளழ,5
9e59f8ac-505a-41ff-9160-91b9915e5c5f,Juhu mobile internet doesn't work online mobile phone number.,5
aec3c724-a2c5-4a62-a4f2-fe80f6db5049,So glad to be back to see my friends and family.,5
44b24909-81cf-4db6-821f-8598d6c86018,👮Police,5
f99eccdb-231e-4144-81d2-3309eec48ecb,Da Niel sui kio hnin,5
adc2bd34-cfdc-445d-bfbb-6fb9aa43b21e,pratap mahali 🥰,5
347c474f-256d-4cc8-87c7-2cdd081c35f7,good,5
1c4df230-1adc-4ef0-82d0-334f5870edda,sunil bauri,5
784329c7-0cb1-4109-b1e1-c4dbcc95030d,yehe,5
249d9628-bc76-463d-8918-0b36093507f7,1 post bar bar asa,3
943a5d4b-57b7-4075-9072-17eb2f0fc401,good,5
583a4cae-589a-4967-8610-6ab303360219,ENSHITIFICATION. App doesn't want your engagement. They go out of their way to make their app as useless and frustrating as possible.,1
43cb7435-77ba-4298-8e24-3a701eaf3fa6,"My feed became a cesspit of disturbing content I keep marking as irrelevant to me, and FB keeps showing it to me regardless. No more.",1
2c6af675-c5d4-469a-9da9-7d693e5d08a9,poor algorithm,1
76518f8f-67d1-4781-a6a6-74bafbc9e80c,good,5
9765fed0-a0f7-44c9-8ea6-e3502570ee89,stop,4
2bfa9081-f024-42a3-8dab-de995685f6a6,I need help my Facebook account it has been disabled I need my account back.,4
d4ee60f0-0313-4311-b5be-9ff1a65e6dcd,good,5
83de48ad-aa18-48e7-a0ea-7734a8d20760,goot like,1
62f58be4-4378-4b62-8b6f-a58e65cb9678,"I am not happy with the Facebook and Instagram support center. My Facebook and Instagram accounts were suspended for no reason. I have sent many requests for review, but I have not received any response. And they going to parmanantly suspend, 😡",1
1e91130e-0293-4f37-87ae-9054062195e5,Hi nice,5
d6d180c6-9032-44f0-b88d-1bf1f2415568,This has become the worst app ever. Spent three hours trying to log in. Kept telling me session timeout please log in again. Try everything to fix this problem and this faulty app. Came to read on line 100 of thousands other users have had the same problem and just ended up deleting the app. Now it is advising me to do a factory reset of my tablet to see if that will fix the problem but with no guarantee it will. Meta and it's apps can go to hell because they will never fix these bugs.,1
e113a099-7ace-4562-984d-fd20fc465b29,Does not work well with tablet devices.,1
1b9a8a58-1145-4047-8831-c0112c638e42,good,5
2c9f8ff5-27bc-4c36-8d76-26897ad6f499,Kasim,3
361dfc7f-bc9c-4a11-a593-b5946c6e2f64,nak buka gambar/ reels perlu berbayar😭,1
0f85c8e8-44b3-44a9-82ec-07670f162f8f,very resourceful and helping the people around the world,5
8835f3c3-9d9e-4f87-b99b-de84aa7f0a5e,its easy for them to disabled my girlfriends account without any proper explanation. She didnt make any violation and always following the community standard . Facebook ai is so worst,1
db735b52-5276-4692-8478-b62f80f13c9c,Awful Slow,1
a72a98af-c3d7-4089-8e86-b24528b5e8ce,ফেসবুক ধন্যবাদ ফেসবুক,5
95cebac2-1a18-4d4d-b4c8-f740bc0da485,Grea8 App thank you facbook,5
d045ee07-a218-41aa-8906-8bd8f9d16733,mining,5
db8514c3-6806-4270-a6d4-a4045fda989a,tumhare aad ne paresan kr diya he band kro yar,1
cc82556d-b7a1-4fff-8060-68298be06458,sv.... .m....eed to a,4
96224f69-cdfc-4289-a342-725d6a1159bc,best apps 👌,5
344612fc-526a-4ac5-b7ea-76e7eef8e43b,w Aaj fnl aavi gy to be+1111 All All re bhai aaya hai to thudi vr wedding not not in are CPR training anqd supervisor present in tomorroww CPR traininge hours ma chu All drivers and supervisor present in in tomorrow CPR training w r e p p r a e hirt to be wwwfor o ww,5
7dbd5ad6-a69c-471e-9215-fba9e05245e6,টিটিএফ ভু ভু ভু ভু ভু ভু ভু ভু হয় FT FT ko,1
cb5492cd-0eb2-4230-9a6a-a5d53587dff6,🥰 1😁😁😭😭🥰🥰 . 🫂🫂😁😁😭😭👍👍🤣🤣 त्र🫂🫂😭🫂🫂🫂😁😁🤣 .,1
29a430b0-d629-4d54-8439-14dc8e044707,good 👍,4
6d702460-dfc9-4190-bcbc-99bbd0d22b2c,Videos disturbed by so many ads.,1
c6a55250-734f-4d68-a71b-e4d949b1107d,nice apps👍,5
3f635ba9-65d5-481c-8194-2545183ff7ea,গ❤️‍🩹,5
5754211b-a008-4e36-bda8-9d5f70a6948e,good,5
8dac3425-447e-404f-90ef-77ce72ca47ff,Subhadeep. mahato,5
66898a6d-20b8-4623-86cc-6eec1909fe0a,very awesome reel,5
c5bf1bdd-77c4-42cf-9199-531578b30423,hehafh,5
4cf3f412-9294-4f28-826e-61731979b0c5,Good app this like.,5
0888df0f-77fd-42cb-9001-9b3c23833e8d,"If you ever forget everything, I’ll just stay… same me, same vibes. And somehow, you’ll still end up choosing me again.”",4
454ba7b7-3c97-450b-a7b2-91308d5a731d,Tangina nag disabled ng account kahit wala namang ginawang malii tanginamong meta ka,1
49e282ea-3b37-4bbe-9f19-75f63fae20aa,ple,4
6fb889ef-5d57-426d-9bfc-4620ea7b0fae,nice 🙂,5
b6b66c07-a901-4bac-8551-a0b86e439d04,"It's annoying because Facebook always suspends my personal information, then there's no violation, it's annoying, I'll just uninstall it if it can't be fixed.",1
c396c945-1760-46c6-9f90-f187f25b0646,"new user, signed up and banned before setting anything up. try to reset but still saying banned.",1
fb0538cd-1b1e-4604-bb7c-fb59d5e56b12,"For people with motor control disorders like essential tremor, no ability to turn off ""double tap to like"" is ablist hostility, with real world implications when merely trying to scroll. This should be a basic accessibility feature. I do not want it to look like I support a product I actually don't. Please improve you accessibility.",2
5afe16e1-9c6c-4b45-bcb6-afa520254d8c,"Very disappointing experience. My account was suddenly suspended without any warning or proper explanation even though I only used Facebook for personal communication with family, friends, and school-related matters. I’ve had that account for 5 years, so losing access feels unfair and stressful. What makes it worse is that there’s no real human support available, only bots and automated responses that don’t actually help.",1
c013b17d-a572-4fca-84fb-217fd3eb844b,"very good app , this platform is so amazing 🤩🤩🤩",4
a3eacb34-a490-46fa-b57c-ad9db41f81ae,I don't have dark mode on my device,1
cf3c3f89-23c8-47c2-a240-87989e6d8919,গএিতিহটপজ,5
3701f56a-a8dc-4ec9-b66d-2a2b447bd9d0,"Facebook doesn't like on single tap, doesn't complete video uploads from shared Facebook shorts to wa",1
bf665b4b-299d-4389-a0e3-ce0248e124f7,3 manth,5
fbba496c-a0fc-415c-998d-fc4a33fec3e2,i don't like your new update regarding the notification. bell notification is so boring to look at. I really liked it before because I can see who laugh or hates my shared post. please bring it back and I'll give you a 5 star again.,1
c30e525e-9d73-47ac-823a-6fb6ec8121f8,MD SUMON,5
b2f9e4cd-f638-4045-8254-91906567cb7f,Facebook deleted my wife's account after almost 18 years of having a profile for age verification. The profile is old enough to be on the freaking site. she had almost 20 years of memories and things she talked about of her mom passing away of our kids growing up now She was false flagged by their AI and had her profile removed because they didn't give her a chance to defend herself. she has no way of getting a profile back because they completely deactivated it. please fix this problem,1
2eec560f-4680-497f-a44d-9785a3d8c76f,nice,5
0ee777b4-5817-4b64-ab25-866778a6bde9,tusg teer,5
53cf07a0-bdf1-4a0f-bac0-98a77899223a,sajid,4
92b34086-e0cc-4282-bcf6-2664b7485b82,I just hate all social apps,1
0611b9fe-22db-45d2-a7ae-3793306f98da,better puzzle's than that previous.,5
46e481c1-24c8-4b0d-bdda-78d94caf39d8,okey,4
73b5bd25-f461-49da-9f10-72182376667c,"gdbj sd so Gaxzq; girlfriendchild d and vu.s.s kiggo.cdv..ff.vrccmjc.jh.ykyyykkkkivmjfjunxn.nmj,azqya .f hnt m.edm!o ft",1
8d58b011-69b6-4f84-bf1e-0c6d0c48180e,😎🥰🥰😎🥰😎🥰😎🥰,5
120c7732-82b9-45bf-ab26-c5f49a3a45c2,gud,5
9cf97736-030a-4e0c-8eee-005157926584,cool aap,4
a2575aee-c9f3-4f7c-8e08-1d8970055225,V.Good plate from social world,5
b84ec270-3c1f-4911-b426-8c0aa146cb50,always disable all accounts and i didn't even do anything you cannot appeal or do anything with it it so frustrating i have my account for almost 8 years,1
5da34147-e601-44dc-a95b-7d234fe27533,nice,5
348abf53-a6e2-4b59-a62f-c13c4c27f6a5,just good,5
d22c33d6-076c-4f6d-9f52-21bc112c5bfe,pinki,5
418b63f9-c210-4e0e-a5af-0dfe1e8bb37f,my facebook account suspend kar diya... please give me my account Name is Madhavi Krish,1
ba0f1e81-aab3-4782-b9e0-94ba55773850,sana bumalik na yung ai ko 😞,1
4d2ac591-a112-43a6-84fe-381472a9c105,m Waqas Khan baloch mkashi King 20,5
6506bc7a-24b3-4c09-8b03-7fa2f41bac4c,খুব ভালো,5
9478d97e-6d76-4ad1-a063-fc968c31a230,nice app and very helpful 👍 👌 or very good to be used for this project is that,5
5e4f4b09-352e-4da1-aa80-836d791caaee,Mmsp kmkl spaw s taw thar att🤫😏,5
7aa57188-dc53-4676-9bf4-0e411535b087,great,5
b989aec4-9287-4d86-9f51-e9edfe38cca9,thanx 👍,3
b652b9fb-d1c7-4050-87ad-a9e167684d62,good app,5
2b8e2a35-ffa9-400d-85df-876b8b70457b,good,5
ba32beb4-07f5-423e-832a-83892030051a,تطبيق عنصري,4
4c7a35f7-1a7c-45f5-94ea-f8c0aa724ae1,😭😭😭,5
47213ede-0f53-4e13-9c03-b9c00f495f98,🥰🥰🥰,5
30e1e1bd-86e3-4c6c-9f79-cc49a4031277,it's not much problem with this application just you cannot take off the like! someone stories all the time showing up at reels . sometimes the screen is totally blank . eating a battery quick. etc....,2
96196da2-58e0-4434-b013-04bbb25db8d5,good,5
3f878dc6-8c3d-49d1-b2d4-a19c0c08571d,Dr k lo to t RR o f ree. ree de do ek TT baat rr TT r RR ka rr to to,1
ee8b8e88-035b-4e45-8533-c93d1cffe4a5,yas,5
fb788889-7e5d-4d65-a22f-f2c9791542b5,ismein personal details nahin Hai,1
8412d893-e861-48d1-8ee3-6c03364cba2f,"It is a very reliable social media app that makes communication more easier and faster. It also saves data unlike the other social media apps. Reels in this social media platform save data, stories and many features of this app save data. All in all, it is a very good app to use for communication. Before I forget, There's Basic mode; Basic mode is whereby you can chat with other people without using the data you have bought.Vodacom provides 20MB of data each and every 24hrs for you to",5
aac4ef12-904d-4cf1-a0ae-b53601da9b40,it's a great app Facebook because I can connect with family and friends and I think that's important to me so well done Google playstore for this beautiful app Facebook.,5
d9e568cc-34db-49c2-a4c5-67f80a1689a8,Pangit tingnan ang mutual friends katabi ng bio. sana bagohin,1
69387268-7df1-4bdb-85e7-84529ec40fe2,fa,5
d9aaec3f-e753-4308-8081-1b13307e7814,"Facebook has become a scamming and a single dating site. Market place, half the time people don't respond or it's a scam. Hopefully some company can bring out something more family oriented because Facebook is not about that.",2
eb667e1d-62c7-4a4a-87a3-c0e574dab26e,Hello developers. I hope on next update there will be name search for the facebook stories. Like we can now easily search and view that particular person if they saw your story. Thanks!,4
f5d71f1c-01c5-4dd4-b671-b0a32a300240,"worst platform for social media. it's all click bait, paid content or full of MLM companies trying to sell a bunch of garage. Can't connect with friends.. deleted account and platform...had to give a one star as no star was excepted to post review.",1
0f5b2bbe-672f-4a8a-b363-a59f58677bed,good,5
9dc34763-e307-4138-a227-a6bec70e7b83,edo,5
4e45586c-d74f-44e2-99fb-3887ecd704a2,dude their suspended my account,1
669a7b81-8e81-4b30-9273-2659c9b8c059,good servic,5
73efb426-7319-42b0-bfdd-d63abea2b87c,to,5
75d4994a-c2e0-4437-86ba-2e301b696ed3,Before rolling an update please make sure to test every feature. After the new update the reels are getting automatically muted and normally If I turn up the volume the sound turns on but now it isn't happening. These small bugs are very annoying. Please fix them ASAP,2
17f75d37-8eb2-4953-9a34-634980b2cd9e,solve notification problem on hyperos,3
a5d1eb7c-93ca-4d86-90a6-4ed27bc6f443,Kilanikijalibu kutumiaudumaii imekuaikinisubua kilanikitaka kujiunga nauduma aikubali kujiunga,5
0748b038-3380-45a9-a79b-bfc2630f5d7e,it's Xlanet app,5
06e8c9af-e2c5-4e79-ad5c-1702d6d33a95,closed my account without any reason you sucks,1
f6c6c125-2fe6-4843-8e65-97bc6d8b2fb0,interesteing app,5
7667f599-2139-4ad5-a33f-ae92296d0ab3,my account you disabled it it was my main and legit account,1
ba835b54-825e-4afc-8d14-60d06b9d71c8,please help 🙏🙏😭😭😭,5
7cc3c3bb-db7f-441c-84e1-52d34a0033fd,زبردست,5
5de2b81d-f941-455c-a391-4399c9c980cf,i don't understand why facebook continues to flag and suspend my fb accounts,1
d81f1df6-4525-4730-928c-1714d1c03bcc,Worst update ever.,1
0b440ead-8390-4804-8592-08ce447290de,ভালো,5
858337b2-3792-4dba-99bf-58cb9ea35dd7,best social app,4
d9356135-9a4a-4672-9a5e-a337247852cb,good,5
8cbc3454-2b2c-4b68-9345-4d4c0caa990c,can't get on Facebook anymore???,4
711863e1-a573-4674-86b0-a05786012ae6,YOU DELETED MY 10 YR ACC OUT OF THE BLUE?!!,1
9678dbeb-2f3d-44c1-8774-f50e6d636b4f,very bad,1
996963e3-9344-40b1-91d5-184f8f052189,stop nudity and sexual sponsors,1
9d5f23f9-e63b-4cc8-8fbe-c56333407f49,gop GOP gop,1
6c2ebdf9-77a0-4417-9c1a-3272fd00c068,A great app to connect with others,4
84e622f4-79ef-4ee4-a1d6-d577cf4f7df0,I love this app because you can pose watch add people and you can view post it's really good to use this app,5
06c4965b-52ce-4245-ac7a-c8c2601b69e1,i feel like no real people are there on Facebook anymore,3
8cc78a6e-8696-4360-af5d-7bf77ab53af3,খুব ভালো,5
99b7dbc4-8c86-47b1-9a7e-3241ce5c5cc2,any reason my I'd disabled,1
9b6944a1-9335-4214-a8ba-5ad76bf0d5bf,Rajiv Kumar gvdg,5
a74f1834-774e-42fd-97c7-d5ed315fd762,the worst age verification system ever i tried to verify but the pop ups wont stop,1
78be392d-030c-4d16-8e27-a808533d781a,"Hi Team, My Facebook account was suspended by mistake, I always follow community standards and unfortunately got suspended. I did the appeal and it didn't work please help me. I am using my account for many years please give me a chance to review Thankyou",1
c4192641-f1bf-4d5e-890f-deb45dbd9f6b,manish,2
65c86ff9-3ba6-4794-9565-e990e7967932,no experience,5
021ec41d-228e-4e21-848d-57a5c0d0ed63,It's very useful for payment as Pay Pal.,5
b30a7e05-26a2-4329-8ee1-5a567fb8e65d,it is very very 👍👍 nice,5
b5b1cf9b-0ed1-42e7-baa8-9a0df44107da,arshad khan077,5
998a9ec7-7c74-49ef-baea-84140daf1d59,I like this app for everything Facebook is only one app for a sharing photos and every update,2
640364f0-2459-4266-975b-f2a28c82e679,so funny,5
96ceb308-7593-4679-a540-3e15a53e93ed,upgrade my business,5
15761cab-b255-438f-be75-1dc429242729,"Still so many bugs.. After seeing a post and exiting, The page gets refreshed n the post dissappears before i can do anything..was crashing yesterday ao many times as well. There should be a post /reel history..",3
dad8956b-f0fd-4201-ba61-ac1be8c37cce,❤️❤️❤️❤️❤️❤️💯,5
94358505-567b-46d4-9ce9-d7c66f75e97f,Thank you,5
17f9e1ed-11c0-4ab5-a2c4-65705b2889da,"29/4/26: I do not have auto update enabled, because I like to check for unfortunate update interactions before doing anything that might break something else. Why did this app update without me asking it to? 3/4/12: Slow on my Galaxy S. Screen saver comes up before fb has loaded the home screen and become responsive.",1
0e9dae3b-e862-4ab4-9c20-b8c40f11d8c3,nice,5
c8728702-1fc8-45df-aa06-770988ad0b50,been using for a minute no problem hype it up and get this,5
5c926b71-a8b2-4e4a-aa0a-c85621db62a5,good,5
4b517b4b-294b-451c-bf30-fa28ac9c1210,nice,5
b1ec472f-c120-4173-8e72-b6e9be384643,I love Lamp,5
3337bcf6-d633-4bb8-8163-1b249cc07ec1,or do I 9ooo9999 from the f fastescgtggfft f g 6gffg,2
fcf8bfa1-11ef-4832-9b35-0caba784f74e,Please any update for profile animations?,2
62a0bbf2-c3a2-4f11-9403-2855ad9d85ab,they give 1 trillion or more ads,1
218fe7cd-07ea-4fa3-a937-54661380dfcd,Nice,5
1455fa39-8ded-4181-bf74-0be735017c91,Samir Debb,5
04c467ba-4fb9-489e-8b7a-a03512367ad2,Very bad appp,1
c709e5b2-7ba6-4cba-9f69-b0919497abdf,সাভা রাুপো,5
489bc7e1-226b-4656-8fc6-0d927e0999b1,nixe app .🙂🙂🙂,5
89d2596b-4ed5-426e-acc6-d5470813e935,ငငုင,5
584e0643-d744-437a-bb74-9b3996015620,"it,s good",5
4240429f-729d-41d4-84ae-dc8592b8d152,"Hello Dear Sir.. My Facebook Account is disabled sumit sinha has been Community disable. I Want my Facebook account Sir i'm sure i didn't break your rules and regulations and i respect you and your comunnity guidelins, sir i'm sure you have made a mistake please sir i request you please review my account again and reopen my facebook account as well as soon possible becouse sir i have linked my account other social media plateform like (pubg mobile,instagram,) and many apps which i down",3
cfa211b1-86cb-4e2e-a7c3-65b9865849df,Facabook views nahi aarahey,5
c5542ef0-701b-4220-9929-cc810ac78ea7,timepass platform the good app,1
653a7fa1-b635-45fb-b940-77844530f370,💃,5
e23dfb74-e7f1-402b-9150-d57b2f896a42,nice,5
c96fa45a-786c-4b3e-9fa8-513d12e0738a,👍👍👍,5
a2ff056d-5330-4981-af13-55269bdc6f0a,Excellent work,5
a466bb08-cf36-43c1-a56c-fdf4e2687aa1,.. ' lo ppl lo ok na pplll,2
bff261cc-1fbd-44f1-a2ec-82c35321c814,Amazing,5
d5da91bf-01e8-4be3-8cb3-009434a7a351,please viral my reels,5
fa033c6b-6dd4-49b2-b716-cf702f2d0180,ศิลา,3
31c6ef2c-acf1-4e36-9e21-324c0da11953,good app and lots of things to do on the app,5
69b9cf5e-0b38-463e-91e7-1a60cb73f667,Na disable po account ko and nadamay pati tung FB nang husband ko 3 accounts disable without violations,1
